"id","DTXSID","CAS","chemName"
6249,"DTXSID8059556","123-43-3","Acetic acid, sulfo-"
6250,"DTXSID70883206","26998-80-1","Trimethylphenol"
6251,"DTXSID1027007","123-62-6","Propanoic anhydride"
6252,"DTXSID3021980","123-66-0","Ethyl hexanoate"
6253,"DTXSID8025258","1239-45-8","Ethidium bromide"
6254,"DTXSID1024918","124-02-7","Diallylamine"
6255,"DTXSID5027019","124-10-7","Methyl tetradecanoate"
6256,"DTXSID4036645","124-20-9","Spermidine"
6257,"DTXSID1025801","124-30-1","1-Octadecanamine"
6258,"DTXSID5047530","1244-76-4","Hydroxyzine hydrochloride"
6259,"DTXSID60883316","124-83-4","1,3-Cyclopentanedicarboxylic acid, 1,2,2-trimethyl-, (1R,3S)-"
6260,"DTXSID2047480","125-02-0","Prednisolone sodium phosphate"
6261,"DTXSID10670071","125229-61-0","8-Chloro-1-methyl-6-(~2~H_5_)phenyl-4H-[1,2,4]triazolo[4,3-a][1,4]benzodiazepine"
6262,"DTXSID7044211","125643-61-0","Benzenepropanoic acid, 3,5-bis(1,1-dimethylethyl)-4-hydroxy-, C7-9-branched alkyl esters"
6263,"DTXSID801014559","None","None"
6264,"DTXSID3042423","126-14-7","Sucrose octaacetate"
6265,"DTXSID8027038","126-57-8","Nonanoic acid, 2-ethyl-2-[[(1-oxononyl)oxy]methyl]-1,3-propanediyl ester"
6266,"DTXSID5021413","126-72-7","Tris(2,3-dibromopropyl) phosphate"
6267,"DTXSID9037535","126-75-0","Demeton-S"
6268,"DTXSID6020010","127-06-0","Acetoxime"
6269,"DTXSID6041892","127-63-9","Diphenylsulfone"
6270,"DTXSID2038738","128-08-5","1-Bromopyrrolidine-2,5-dione"
6271,"DTXSID2042199","128-09-6","N-Chlorosuccinimide"
6272,"DTXSID10861780","128-50-7","Bicyclo[3.1.1]hept-2-ene-2-ethanol, 6,6-dimethyl-"
6273,"DTXSID1059573","128-53-0","N-Ethylmaleimide"
6274,"DTXSID1020722","129-43-1","1-Hydroxyanthraquinone"
6275,"DTXSID2023779","1303-00-0","Gallium arsenide"
6276,"DTXSID20472200","13043-55-5","7-Methylenepentadecane"
6277,"DTXSID60893859","1310-43-6","Iron phosphide (Fe2P)"
6278,"DTXSID80927029","131-07-7","Methyl 19-methyl-1,3,5,6,16,17-hexadehydro-18-oxayohimban-16-carboxylate"
6279,"DTXSID4044535","131-08-8","Sodium 9,10-dioxo-9,10-dihydroanthracene-2-sulfonate"
6280,"DTXSID5051658","1314-22-3","Zinc peroxide"
6281,"DTXSID0051659","1314-80-3","Phosphorus pentasulfide"
6282,"DTXSID80157102","13154-24-0","Triisopropylsilyl chloride"
6283,"DTXSID4040002","131-70-4","Monobutyl phthalate"
6284,"DTXSID90889366","1320-06-5","Oil red O"
6285,"DTXSID2025216","1321-74-0","Divinylbenzene"
6286,"DTXSID3025625","1321-94-4","Methylnaphthalene"
6287,"DTXSID5042401","1322-93-6","Sodium diisopropylnaphthalene sulfonate"
6288,"DTXSID8050449","1327-41-9","Aluminum chloride, basic"
6289,"DTXSID30106367","132778-08-6","D-Glucopyranose, oligomeric, C9-11-alkyl glycosides"
6290,"DTXSID7038739","133-13-1","Diethyl ethylpropanedioate"
6291,"DTXSID6034348","1332-40-7","Basic copper chloride"
6292,"DTXSID7051470","1334-78-7","Tolualdehyde"
6293,"DTXSID40904452","1338-51-8","Benzenesulfonamide, ar-methyl-, reaction products with formaldehyde"
6294,"DTXSID0059407","111-67-1","2-Octene"
6295,"DTXSID4065446","13419-15-3","Aluminum, (octadecanoato-.kappa.O)oxo-"
6296,"DTXSID8020092","134-29-2","2-Methoxyaniline hydrochloride"
6297,"DTXSID90589950","13446-53-2","Magnesium bromide--water (1/2/6)"
6298,"DTXSID80928753","13478-10-9","Iron(2+) chloride--water (1/2/4)"
6299,"DTXSID3044380","134-81-6","1,2-Diphenylethanedione"
6300,"DTXSID0020159","13510-49-1","Beryllium sulfate"
6301,"DTXSID7041629","135-57-9","2,2'-Dibenzoylaminodiphenyl disulfide"
6302,"DTXSID8044381","13676-54-5","Bismaleimide"
6303,"DTXSID6051693","137-07-5","2-Aminobenzenethiol"
6304,"DTXSID30893967","13775-52-5","Potassium aluminum fluoride (K3AlF6)"
6305,"DTXSID20888640","137796-06-6","Oxazolidine, 4-ethyl-2-methyl-2-(3-methylbutyl)-"
6306,"DTXSID0038833","13822-56-5","3-(Trimethoxysilyl)propan-1-amine"
6307,"DTXSID3051418","13693-11-3","Titanium sulfate"
6308,"DTXSID001014531","None","None"
6309,"DTXSID8051702","139-45-7","Tripropionin"
6310,"DTXSID4022284","13952-84-6","2-Butanamine"
6311,"DTXSID8044383","139-66-2","Diphenyl sulfide"
6312,"DTXSID2021492","140-29-4","Benzyl cyanide"
6313,"DTXSID8051708","140-53-4","4-Chlorophenylacetonitrile"
6314,"DTXSID7059696","140-60-3","4-Decylbenzenesulfonic acid"
6315,"DTXSID9023914","141-66-2","Dicrotophos"
6316,"DTXSID0040127","141-86-6","2,6-Diaminopyridine"
6317,"DTXSID4021347","141-90-2","Thiouracil"
6318,"DTXSID3020091","142-04-1","Aniline hydrochloride"
6319,"DTXSID7021607","142-62-1","Hexanoic acid"
6320,"DTXSID2025185","142-84-7","Dipropylamine"
6321,"DTXSID2044395","143-15-7","1-Bromododecane"
6322,"DTXSID7025390","143-27-1","Hexadecylamine"
6323,"DTXSID00884746","14332-59-3","Phosphonic acid, zinc salt (1:1)"
6324,"DTXSID8027113","144-19-4","2,2,4-Trimethyl-1,3-pentanediol"
6325,"DTXSID301014409","None","None"
6326,"DTXSID0025367","1455-77-2","Guanazole"
6327,"DTXSID00163588","14708-99-7","Ferroin"
6328,"DTXSID60933082","14726-28-4","N-(4-Diazonio-5-methoxy-2-methylbenzoyl)benzenaminide--hydrogen chloride (1/1)"
6329,"DTXSID5044021","147-85-3","L-Proline"
6330,"DTXSID4049032","147-93-3","2-Thiosalicylic acid"
6331,"DTXSID10884772","14855-76-6","Benzenaminium, 4-[[4-(dimethylamino)phenyl][4-(dimethyliminio)-2,5-cyclohexadien-1-ylidene]methyl]-N-ethyl-N,N-dimethyl-, bromide chloride (1:1:1)"
6332,"DTXSID3029732","14860-53-8","Phosphonic acid, (1-hydroxyethylidene)bis-, tetrapotassium salt"
6333,"DTXSID4043773","14874-70-5","Tetrafluoroborate"
6334,"DTXSID9044588","14970-87-7","2,2'-[Ethane-1,2-diylbis(oxy)]diethanethiol"
6335,"DTXSID2048909","1502-95-0","(-)-Heroin hydrochloride"
6336,"DTXSID1022263","15045-43-9","2,2,5,5-Tetramethyltetrahydrofuran"
6337,"DTXSID6059738","150-60-7","Disulfide, bis(phenylmethyl)"
6338,"DTXSID0022014","150-78-7","Hydroquinone dimethyl ether"
6339,"DTXSID5059741","150-90-3","Butanedioic acid, sodium salt (1:2)"
6340,"DTXSID30883686","1529-68-6","Butane, 1,2,3,4-tetrabromo-"
6341,"DTXSID9023415","15500-66-0","Pancuronium bromide"
6342,"DTXSID601015363","None","None"
6343,"DTXSID7027413","1562-00-1","Sodium 2-hydroxyethanesulfonate"
6344,"DTXSID4024983","15663-27-1","Cisplatin"
6345,"DTXSID0059746","156-87-6","3-Aminopropanol"
6346,"DTXSID2044399","1571-33-1","Phenylphosphonic acid"
6347,"DTXSID601015325","15792-67-3","C.I. Acid Blue 9, aluminum salt (3:2)"
6348,"DTXSID0027775","15827-60-8","Phosphonic acid, [[(phosphonomethyl)imino]bis[2,1-ethanediylnitrilobis(methylene)]]tetrakis-"
6349,"DTXSID0029218","1585-07-5","1-Bromo-4-ethylbenzene"
6350,"DTXSID60166696","1596-56-1","Naphthol AS-MX phosphate"
6351,"DTXSID0065985","15980-15-1","1,4-Oxathiane"
6352,"DTXSID10936285","16038-76-9","Phosphorous acid--plumbane (1/1)"
6353,"DTXSID2051764","1609-47-8","Diethyl dicarbonate"
6354,"DTXSID30936444","16105-77-4","N-Ethyl-1-[3-(trifluoromethyl)phenyl]propan-2-amine--hydrogen chloride (1/1)"
6355,"DTXSID6048624","16283-36-6","Zinc salicylate"
6356,"DTXSID4073120","163702-07-6","Perfluorobutyl methyl ether"
6357,"DTXSID5042326","163702-08-7","Perfluoroisobutyl methyl ether"
6358,"DTXSID9027784","16530-72-6","Octanoic acid, compd. with 2,2'-iminobis[ethanol] (1:1)"
6359,"DTXSID5023798","16561-29-8","12-O-Tetradecanoylphorbol-13-acetate"
6360,"DTXSID5044154","1656-48-0","3,3'-Oxydipropionitrile"
6361,"DTXSID80937204","1665-00-5","Dichloro(~2~H_2_)methane"
6362,"DTXSID4061880","1681-60-3","2,7-Naphthalenedisulfonic acid, 3-[(4-aminophenyl)azo]-4,5-dihydroxy-, disodium salt"
6363,"DTXSID00937620","1693-74-9","(~2~H_8_)Oxolane"
6364,"DTXSID80893417","16971-82-7","1,3-Di-o-tolylguanidinium dipyrocatechol borate"
6365,"DTXSID5051785","1708-29-8","2,5-Dihydrofuran"
6366,"DTXSID70169092","17140-81-7","Nitrofurantoin monohydrate"
6367,"DTXSID30169093","17141-63-8","Manganese dinitrate hexahydrate"
6368,"DTXSID8061921","1731-84-6","Methyl n-nonanoate"
6369,"DTXSID3061922","1731-86-8","Methyl undecanoate"
6370,"DTXSID2021315","1746-01-6","2,3,7,8-Tetrachlorodibenzo-p-dioxin"
6371,"DTXSID1066239","17661-50-6","Myristyl stearate"
6372,"DTXSID1044853","17766-26-6","Trisodium 2,4,6-trithioxo-1,3,5-triazinane-1,3,5-triide"
6373,"DTXSID50889665","17791-81-0","2,7-Naphthalenedisulfonic acid, 4,4'-[1,2-ethenediylbis[(3-sulfo-4,1-phenylene)imino[6-(4-morpholinyl)-1,3,5-triazine-4,2-diyl]imino]]bis[5-hydroxy-6-(2-phenyldiazenyl)-, sodium salt (1:6)"
6374,"DTXSID30883580","1779-49-3","Phosphonium, methyltriphenyl-, bromide (1:1)"
6375,"DTXSID10672878","17856-92-7","Dioxoammonium hexafluoroantimonate(1-)"
6376,"DTXSID2021103","1825-21-4","Pentachloroanisole"
6377,"DTXSID80872904","18996-35-5","Monosodium citrate"
6378,"DTXSID10890550","1912-83-0","Octanoic acid, tin(2+) salt (2:1)"
6379,"DTXSID70870919","1921-70-6","Norphytane"
6380,"DTXSID1042316","1932-50-9","Potassium glycolate"
6381,"DTXSID10864918","20062-22-0","Benzene, 1,1'-(1,2-ethenediyl)bis[2,4,6-trinitro-"
6382,"DTXSID90942268","20195-23-7","Chromium(3+) trioctanoate"
6383,"DTXSID7061225","869-52-3","3,6,9,12-Tetraazatetradecanedioic acid, 3,6,9,12-tetrakis(carboxymethyl)-"
6384,"DTXSID4066597","20349-39-7","2,7-Naphthalenedisulfonic acid, 4-hydroxy-, disodium salt"
6385,"DTXSID40174330","2039-82-9","4-Bromostyrene"
6386,"DTXSID70942564","20398-34-9","9-{5-O-[(Phosphonatooxy)phosphinato]pentofuranosyl}-9H-purin-6-amine"
6387,"DTXSID30883787","2049-80-1","Propanedioic acid, 2-(2-propen-1-yl)-, 1,3-diethyl ester"
6388,"DTXSID6038798","2050-46-6","1,2-Diethoxybenzene"
6389,"DTXSID9024015","2050-47-7","4,4'-Dibromodiphenyl ether"
6390,"DTXSID7041916","2050-60-4","Dibutyl ethanedioate"
6391,"DTXSID1038799","2051-79-8","N4,N4-Diethyl-2-methylbenzene-1,4-diamine hydrochloride"
6392,"DTXSID9044613","2094-98-6","1,1'-Diazene-1,2-diyldicyclohexanecarbonitrile"
6393,"DTXSID0051861","2141-62-0","3-Ethoxypropiononitrile"
6394,"DTXSID3040279","21609-90-5","Leptophos"
6395,"DTXSID9062225","2162-98-3","Decane, 1,10-dichloro-"
6396,"DTXSID1023990","21725-46-2","Cyanazine"
6397,"DTXSID4049820","21959-01-3","Zirconium(IV) chloride tetrahydrofuran complex"
6398,"DTXSID70883807","2198-58-5","1,4-Benzenediamine, N1,N1-diethyl-, hydrochloride (1:1)"
6399,"DTXSID9047178","22047-49-0","2-Ethylhexyl octadecanoate"
6400,"DTXSID4048646","22199-08-2","Sulfadiazine silver"
6401,"DTXSID2045573","22373-78-0","Monensin sodium"
6402,"DTXSID70176968","22431-89-6","3,3,6,6-Tetramethyl-1,2-dioxane"
6403,"DTXSID8066842","22919-56-8","Octanoic acid triethanolamine salt"
6404,"DTXSID5025073","2373-98-0","3,3'-Dihydroxybenzidine"
6405,"DTXSID20870964","2386-90-5","6-Oxabicyclo[3.1.0]hexane, 2,2'-oxybis-"
6406,"DTXSID7066938","23873-81-6","Ethanedione, diphenyl-, dioxime"
6407,"DTXSID5067003","24589-78-4","Acetamide, 2,2,2-trifluoro-N-methyl-N-(trimethylsilyl)-"
6408,"DTXSID00894385","24991-61-5","Poly[oxy(methyl-1,2-ethanediyl)], .alpha.-methyl-.omega.-methoxy-"
6409,"DTXSID301010964","25014-41-9","2-Propenenitrile, homopolymer"
6410,"DTXSID90947899","25038-04-4","Propane-1,2,3-triol--2-(chloromethyl)oxirane (1/1)"
6411,"DTXSID901012249","25067-83-8","2-Propenoic acid, polymer with butyl 2-propenoate, ethenylbenzene and 2-hydroxyethyl 2-propenoate"
6412,"DTXSID201015347","None","None"
6413,"DTXSID10891906","25086-62-8","Sodium methacrylate homopolymer"
6414,"DTXSID2051922","2516-33-8","Cyclopropylmethanol"
6415,"DTXSID5027851","25167-70-8","2,4,4-Trimethylpentene"
6416,"DTXSID0044812","2517-43-3","3-Methoxybutan-1-ol"
6417,"DTXSID901012213","25191-90-6","Decanedioic acid, polymer with hexahydro-2H-azepin-2-one, 1,6-hexanediamine and hexanedioic acid"
6418,"DTXSID001011806","25265-17-2","Formaldehyde, polymer with 5-amino-1,3,3-trimethylcyclohexanemethanamine and phenol"
6419,"DTXSID50873428","2528-36-1","Dibutyl phenyl phosphate"
6420,"DTXSID30948143","25300-73-6","Methyl 2-methylprop-2-enoate--2-(1-oxa-4-azaspiro[4.5]decan-4-yl)ethyl 2-methylprop-2-enoate (1/1)"
6421,"DTXSID0027858","25321-09-9","Diisopropylbenzene"
6422,"DTXSID5027859","25321-14-6","Dinitrotoluene"
6423,"DTXSID0041854","25321-22-6","Dichlorobenzene"
6424,"DTXSID4051453","25322-20-7","Tetrachloroethane"
6425,"DTXSID5041223","25395-31-7","Diacetain glycerol"
6426,"DTXSID0062507","2547-61-7","Methanesulfonyl chloride, trichloro-"
6427,"DTXSID8027874","25496-01-9","Tridecylbenzenesulfonic acid"
6428,"DTXSID90948568","25685-29-4","Ethyl 2-methylprop-2-enoate--methyl 2-methylprop-2-enoate (1/1)"
6429,"DTXSID001009716","25686-28-6","Benzene, 1,1'-methylenebis[4-isocyanato-, homopolymer"
6430,"DTXSID901011253","25719-60-2","Bicyclo[3.1.1]heptane, 6,6-dimethyl-2-methylene-, homopolymer"
6431,"DTXSID7094189","25766-58-9","2-Propenoic acid, 2-methyl-, butyl ester, polymer with methyl 2-methyl-2-propenoate and 2-oxiranylmethyl 2-methyl-2-propenoate"
6432,"DTXSID30180485","2583-25-7","Allylmalonic acid"
6433,"DTXSID50893469","25882-44-4","Lauric acid monoethanolamide sulfosuccinic acid monoester disodium salt"
6434,"DTXSID20108638","25951-87-5","2-Propenoic acid, 2-methyl-, butyl ester, polymer with 2-oxiranylmethyl 2-methyl-2-propenoate"
6435,"DTXSID6052879","25987-30-8","2-Propenoic acid, polymer with 2-propenamide, sodium salt"
6436,"DTXSID701011102","26006-20-2","Benzene, 2,4-diisocyanato-1-methyl-, homopolymer"
6437,"DTXSID40891914","26022-09-3","2,5-Furandione, polymer with ethenylbenzene, ammonium salt"
6438,"DTXSID30885327","26043-11-8","Silicate(2-), hexafluoro-, nickel(2+) (1:1)"
6439,"DTXSID4024937","262-20-4","Phenoxathiin"
6440,"DTXSID80949201","26335-33-1","Formaldehyde--4-octylphenol (1/1)"
6441,"DTXSID701011952","26375-23-5","Hexanedioic acid, polymer with 1,4-butanediol and 1,1'-methylenebis[4-isocyanatobenzene]"
6442,"DTXSID5037498","2642-71-9","Azinphos-ethyl"
6443,"DTXSID5024396","26446-35-5","Acetin"
6444,"DTXSID50276470","12751-22-3","Iron phosphide"
6445,"DTXSID70873102","26603-23-6","Bis(octylphenyl)amine"
6446,"DTXSID701009567","26634-89-9","2-Propenoic acid, 2-methyl-, butyl ester, polymer with ethenylbenzene and methyl 2-methyl-2-propenoate"
6447,"DTXSID601011078","26745-88-0","Decanedioic acid, polymer with 1,6-hexanediol"
6448,"DTXSID90181473","26970-82-1","Sodium selenite pentahydrate"
6449,"DTXSID601014472","None","None"
6450,"DTXSID601011385","27252-80-8","Poly(oxy-1,2-ethanediyl), .alpha.-methyl-.omega.-(2-propen-1-yloxy)-"
6451,"DTXSID8059768","273-53-0","Benzoxazole"
6452,"DTXSID901015398","None","None"
6453,"DTXSID00872365","14351-42-9","Dodecyldimethyl(4-ethylbenzyl)ammonium chloride"
6454,"DTXSID9094406","27637-03-2","Furan, tetrahydro-, polymer with oxirane"
6455,"DTXSID4027498","2778-42-9","1,3-Bis(2-isocyanato-2-propyl)benzene"
6456,"DTXSID60891173","27879-07-8","Polyethylene glycol ethyl ether"
6457,"DTXSID5027938","28106-30-1","Ethylstyrene"
6458,"DTXSID90862679","2835-81-6","Butanoic acid, 2-amino-"
6459,"DTXSID9027944","28519-02-0","Disodium dodecyl(sulphonatophenoxy)benzenesulphonate"
6460,"DTXSID8046614","28523-86-6","Sevoflurane"
6461,"DTXSID701012079","28679-80-3","1,3-Isobenzofurandione, polymer with 1,2-ethanediol, 2,5-furandione and 2,2'-oxybis[ethanol]"
6462,"DTXSID40182879","28718-90-3","2-Phenylindole-4',6-dicarboxamidine dihydrohydrochloride (hydrate)"
6463,"DTXSID00167662","1638-26-2","1,1-Dimethylcyclopentane"
6464,"DTXSID0040549","28822-58-4","Isobutylmethylxanthine"
6465,"DTXSID30889704","28950-61-0","Benzenesulfonic acid, 2,2'-(1,2-ethenediyl)bis[5-[[4-(4-morpholinyl)-6-[(4-sulfophenyl)amino]-1,3,5-triazin-2-yl]amino]-, sodium salt (1:4)"
6466,"DTXSID1034210","29091-21-2","Prodiamine"
6467,"DTXSID2059778","291-21-4","1,3,5-Trithiane"
6468,"DTXSID601009669","29319-22-0","[5,5'-Biisobenzofuran]-1,1',3,3'-tetrone, polymer with 1,4-benzenediamine"
6469,"DTXSID401014464","None","None"
6470,"DTXSID4022731","298-46-4","Carbamazepine"
6471,"DTXSID5020156","3012-37-1","Benzyl thiocyanate"
6472,"DTXSID0094570","30374-35-7","1,3-Propanediol, 2,2-bis(hydroxymethyl)-, polymer with 2-methyloxirane and oxirane"
6473,"DTXSID4023129","86-54-4","Hydralazine"
6474,"DTXSID5051991","30812-87-4","Dibromoethylbenzene"
6475,"DTXSID3067607","31274-42-7","Benzothiazole, 2-[(tribromomethyl)sulfonyl]-"
6476,"DTXSID5051997","3130-19-6","Bis[(3,4-epoxycyclohexyl)methyl] adipate"
6477,"DTXSID3062863","3141-27-3","Thiophene, 2,5-dibromo-"
6478,"DTXSID7094636","31454-65-6","2-Propenoic acid, 2-methyl-, 2-ethylhexyl ester, polymer with 2-chloro-1,3-butadiene"
6479,"DTXSID5044653","3148-72-9","N,N'-(2-Hydroxy-1,3-propanediyl)bis[N-(carboxymethyl)glycine"
6480,"DTXSID5062895","3179-63-3","1-Propanol, 3-(dimethylamino)-"
6481,"DTXSID9045897","319-89-1","Tetroquinone"
6482,"DTXSID80893790","32248-43-4","Samarium diiodide"
6483,"DTXSID6032510","3244-90-4","Aspon"
6484,"DTXSID701015435","None","None"
6485,"DTXSID4025799","3268-87-9","Octachlorodibenzo-p-dioxin"
6486,"DTXSID8062949","3279-27-4","Phenol, 2-(1,1-dimethylpropyl)-"
6487,"DTXSID401012987","32844-27-2","Carbonic dichloride, polymer with 4,4'-(1-methylethylidene)bis[2,6-dibromophenol] and 4,4'-(1-methylethylidene)bis[phenol]"
6488,"DTXSID9023413","33069-62-4","Paclitaxel"
6489,"DTXSID80892440","3326-32-7","Fluorescein-5-isothiocyanate"
6490,"DTXSID80187166","33524-31-1","2,5-Dimethoxybenzyl alcohol"
6491,"DTXSID5044655","3352-87-2","N,N-Diethyldodecanamide"
6492,"DTXSID50955430","33842-02-3","[Chloro(dimethylamino)methylidene]chloranium chloride"
6493,"DTXSID3027536","3386-33-2","Octadecyl chloride"
6494,"DTXSID2063054","3497-00-5","Phosphonothioic dichloride, P-phenyl-"
6495,"DTXSID1037224","3521-62-8","Erythromycin estolate"
6496,"DTXSID8049624","35297-54-2","Phenol-formaldehyde-ammonia polymer"
6497,"DTXSID901009482","35561-07-0","1,3-Benzenedicarboxylic acid, polymer with 2,2-dimethyl-1,3-propanediol, 2-ethyl-2-(hydroxymethyl)-1,3-propanediol, hexanedioic acid and 1,3-isobenzofurandione"
6498,"DTXSID1052034","35822-46-9","1,2,3,4,6,7,8-Heptachlorodibenzodioxin"
6499,"DTXSID40893054","36483-57-5","Tribromoneopentyl alcohol"
6500,"DTXSID80871038","3674-13-3","Propanoic acid, 2,3-dibromo-, ethyl ester"
6501,"DTXSID201011088","36890-68-3","2-Oxepanone, polymer with 2,2'-oxybis[ethanol]"
6502,"DTXSID0027149","372-09-8","Cyanoacetic acid"
6503,"DTXSID3029360","37220-82-9","Glyceryl oleate"
6504,"DTXSID7027544","3724-65-0","2-Butenoic acid"
6505,"DTXSID301015564","None","None"
6506,"DTXSID9059915","375-16-6","Heptafluorobutyryl Chloride"
6507,"DTXSID50872017","None","None"
6508,"DTXSID801013925","38414-49-2","2-Propenoic acid, 2-methyl-, polymer with 2-[(1,1-dimethylethyl)amino]ethyl 2-methyl-2-propenoate, methyl 2-methyl-2-propenoate and 1,7,7-trimethylbicyclo[2.2.1]hept-2-yl 2-methyl-2-propenoate"
6509,"DTXSID70959536","38721-52-7","Lithium hydridotris(2-methylpropyl)borate(1-)"
6510,"DTXSID70878056","3891-59-6","D-GLUCOSE, 2,3,4,5,6-PENTAACETATE"
6511,"DTXSID3052062","39001-02-0","Octachlorodibenzofuran"
6512,"DTXSID10896936","39049-04-2","Zirconium neodecanoate"
6513,"DTXSID8052067","39227-28-6","1,2,3,4,7,8-Hexachlorodibenzodioxin"
6514,"DTXSID2040151","39236-46-9","Imidazolidinyl urea"
6515,"DTXSID6040907","39450-01-6","Proteinase K"
6516,"DTXSID4063248","3964-18-9","Butane, 2,3-dimethyl-2,3-dinitro-"
6517,"DTXSID7052078","40321-76-4","1,2,3,7,8-Pentachlorodibenzo-p-dioxin"
6518,"DTXSID8032627","40596-69-8","Methoprene"
6519,"DTXSID70274175","41354-29-4","Cyproheptadine hydrochloride sesquihydrate"
6520,"DTXSID201011571","41432-19-3","Benzenediazonium, 4-(phenylamino)-, sulfate (1:1), polymer with formaldehyde"
6521,"DTXSID3046742","41575-94-4","Carboplatin"
6522,"DTXSID7046172","42553-65-1","Crocin"
6523,"DTXSID1034551","42721-99-3","Diphacinone-sodium"
6524,"DTXSID5068447","43047-20-7","Ethanol, 2-[[2-chloro-4-[(4-nitrophenyl)azo]phenyl]amino]-"
6525,"DTXSID001014929","None","None"
6526,"DTXSID2052106","4435-53-4","3-Methoxybutyl acetate"
6527,"DTXSID3063461","4436-74-2","3-Hexenedioic acid"
6528,"DTXSID9040342","4437-85-8","Butylene carbonate"
6529,"DTXSID30196283","4472-41-7","N,N-Di(2H3)methyl(2H)formamide"
6530,"DTXSID2041705","4474-24-2","C.I. Acid Blue 80"
6531,"DTXSID10861947","464-07-3","2-Butanol, 3,3-dimethyl-"
6532,"DTXSID7034250","470-90-6","Chlorfenvinphos"
6533,"DTXSID3026279","482-89-3","Indigo dye"
6534,"DTXSID0024555","495-48-7","Azoxybenzene"
6535,"DTXSID9046073","495-69-2","Hippuric acid"
6536,"DTXSID2022042","498-66-8","Norbornylene"
6537,"DTXSID7022043","499-83-2","2,6-Pyridinedicarboxylic acid"
6538,"DTXSID5020364","50-18-0","Cyclophosphamide"
6539,"DTXSID5029182","503-74-2","Isovaleric acid"
6540,"DTXSID8048527","504-03-0","cis-Nanophine"
6541,"DTXSID0023870","504-24-5","4-Aminopyridine"
6542,"DTXSID0024505","504-29-0","2-Aminopyridine"
6543,"DTXSID3024077","505-29-3","1,4-Dithiane"
6544,"DTXSID801011212","50602-21-6","2-Propenoic acid, 2-methyl-, polymer with diethenylbenzene"
6545,"DTXSID4040420","506-32-1","Arachidonic acid"
6546,"DTXSID9021550","506-68-3","Cyanogen bromide"
6547,"DTXSID3027164","506-93-4","Guanidine nitrate"
6548,"DTXSID5060144","507-19-7","Propane, 2-bromo-2-methyl-"
6549,"DTXSID2023937","507-20-0","t-Butylchloride"
6550,"DTXSID90965038","50800-85-6","(~111~In)Indium trichloride"
6551,"DTXSID90866894","204269-86-3","2-Undecylbenzene-1-sulfonic acid"
6552,"DTXSID80885938","50928-80-8","1,4-Benzenediamine, N4-ethyl-N4-(2-methoxyethyl)-2-methyl-, 4-methylbenzenesulfonate (1:2)"
6553,"DTXSID8024573","51-17-2","Benzimidazole"
6554,"DTXSID3052147","51207-31-9","2,3,7,8-Tetrachlorodibenzofuran"
6555,"DTXSID4022604","51264-14-3","Amsacrine"
6556,"DTXSID901013611","51293-82-4","Hexanedioic acid, polymer with 5-amino-1,3,3-trimethylcyclohexanemethanamine, 1,4-butanediol and 5-isocyanato-1-(isocyanatomethyl)-1,3,3-trimethylcyclohexane"
6557,"DTXSID601014539","None","None"
6558,"DTXSID7052151","513-79-1","Cobalt(II) carbonate"
6559,"DTXSID5045099","51-56-9","Homatropine hydrobromide"
6560,"DTXSID30718863","7783-13-3","Ammonium hydrogen sodium phosphate tetrahydrate"
